batch 1  MS-SSIM: 0.96094	0.98260	0.98959	0.99270	0.99450	0.99567	0.99638	0.99696	0.99730	0.99759	0.99787	0.99807	0.99824	0.99835	0.99843	0.99849
batch 2  MS-SSIM: 0.95890	0.98353	0.99053	0.99356	0.99528	0.99637	0.99704	0.99753	0.99785	0.99811	0.99834	0.99852	0.99867	0.99876	0.99884	0.99889
batch 3  MS-SSIM: 0.93461	0.97134	0.98267	0.98778	0.99063	0.99263	0.99395	0.99496	0.99565	0.99622	0.99670	0.99706	0.99736	0.99757	0.99773	0.99785
batch 4  MS-SSIM: 0.92434	0.96578	0.97910	0.98517	0.98855	0.99093	0.99256	0.99376	0.99462	0.99533	0.99590	0.99633	0.99672	0.99698	0.99718	0.99733
batch 5  MS-SSIM: 0.91780	0.96128	0.97567	0.98237	0.98622	0.98896	0.99081	0.99220	0.99318	0.99403	0.99470	0.99524	0.99572	0.99605	0.99631	0.99649
batch 6  MS-SSIM: 0.91384	0.95868	0.97359	0.98071	0.98484	0.98781	0.98982	0.99132	0.99237	0.99329	0.99401	0.99461	0.99515	0.99551	0.99580	0.99601
batch 7  MS-SSIM: 0.91059	0.95722	0.97275	0.98015	0.98443	0.98751	0.98960	0.99116	0.99227	0.99321	0.99396	0.99457	0.99511	0.99548	0.99578	0.99599
batch 8  MS-SSIM: 0.91507	0.95906	0.97384	0.98096	0.98509	0.98806	0.99011	0.99163	0.99269	0.99359	0.99431	0.99489	0.99541	0.99576	0.99604	0.99624
batch 9  MS-SSIM: 0.91274	0.95764	0.97270	0.98002	0.98430	0.98740	0.98953	0.99111	0.99221	0.99316	0.99390	0.99452	0.99506	0.99544	0.99573	0.99595
batch 10  MS-SSIM: 0.91660	0.95951	0.97391	0.98094	0.98504	0.98801	0.99006	0.99158	0.99264	0.99353	0.99424	0.99483	0.99535	0.99570	0.99598	0.99619
batch 11  MS-SSIM: 0.92029	0.96173	0.97551	0.98218	0.98605	0.98884	0.99076	0.99217	0.99316	0.99400	0.99466	0.99521	0.99569	0.99602	0.99628	0.99647
batch 12  MS-SSIM: 0.91788	0.96065	0.97487	0.98173	0.98571	0.98857	0.99053	0.99200	0.99302	0.99389	0.99457	0.99513	0.99562	0.99596	0.99623	0.99642
batch 13  MS-SSIM: 0.91682	0.96033	0.97472	0.98170	0.98575	0.98864	0.99060	0.99206	0.99308	0.99394	0.99463	0.99519	0.99568	0.99602	0.99628	0.99647
batch 14  MS-SSIM: 0.91572	0.96001	0.97469	0.98181	0.98592	0.98882	0.99077	0.99222	0.99322	0.99406	0.99474	0.99530	0.99578	0.99612	0.99638	0.99656
