batch 1  MS-SSIM: 0.94977	0.98477	0.99190	0.99468	0.99617	0.99697	0.99747	0.99793	0.99822	0.99842	0.99860	0.99875	0.99890	0.99898	0.99904	0.99909
batch 2  MS-SSIM: 0.94837	0.98239	0.99031	0.99354	0.99526	0.99624	0.99690	0.99744	0.99781	0.99808	0.99829	0.99848	0.99865	0.99875	0.99883	0.99889
batch 3  MS-SSIM: 0.93308	0.97367	0.98469	0.98958	0.99234	0.99401	0.99510	0.99591	0.99647	0.99692	0.99728	0.99761	0.99789	0.99808	0.99822	0.99831
batch 4  MS-SSIM: 0.93763	0.97472	0.98504	0.98975	0.99240	0.99406	0.99518	0.99598	0.99654	0.99699	0.99735	0.99767	0.99794	0.99812	0.99825	0.99835
batch 5  MS-SSIM: 0.93163	0.96958	0.98088	0.98611	0.98929	0.99143	0.99289	0.99398	0.99471	0.99535	0.99583	0.99629	0.99670	0.99698	0.99720	0.99734
batch 6  MS-SSIM: 0.93469	0.97081	0.98167	0.98674	0.98981	0.99186	0.99327	0.99432	0.99502	0.99563	0.99611	0.99654	0.99691	0.99718	0.99738	0.99752
batch 7  MS-SSIM: 0.92887	0.96789	0.97994	0.98558	0.98889	0.99112	0.99267	0.99382	0.99462	0.99528	0.99581	0.99626	0.99667	0.99695	0.99717	0.99731
batch 8  MS-SSIM: 0.92610	0.96668	0.97920	0.98509	0.98858	0.99091	0.99252	0.99370	0.99452	0.99520	0.99575	0.99622	0.99663	0.99692	0.99714	0.99730
batch 9  MS-SSIM: 0.92794	0.96761	0.97988	0.98563	0.98904	0.99129	0.99282	0.99396	0.99474	0.99539	0.99591	0.99636	0.99675	0.99703	0.99724	0.99739
batch 10  MS-SSIM: 0.93056	0.96943	0.98110	0.98652	0.98974	0.99185	0.99329	0.99435	0.99509	0.99569	0.99618	0.99660	0.99696	0.99722	0.99742	0.99756
batch 11  MS-SSIM: 0.92725	0.96727	0.97948	0.98523	0.98864	0.99092	0.99247	0.99362	0.99442	0.99510	0.99563	0.99609	0.99650	0.99679	0.99701	0.99716
batch 12  MS-SSIM: 0.92495	0.96558	0.97808	0.98409	0.98764	0.99010	0.99177	0.99300	0.99384	0.99457	0.99514	0.99565	0.99611	0.99643	0.99668	0.99685
batch 13  MS-SSIM: 0.92244	0.96434	0.97751	0.98380	0.98751	0.99005	0.99175	0.99301	0.99386	0.99460	0.99518	0.99570	0.99616	0.99648	0.99672	0.99690
batch 14  MS-SSIM: 0.92043	0.96331	0.97694	0.98341	0.98720	0.98981	0.99156	0.99285	0.99374	0.99449	0.99509	0.99561	0.99608	0.99640	0.99665	0.99683
batch 15  MS-SSIM: 0.92327	0.96496	0.97803	0.98421	0.98783	0.99031	0.99198	0.99321	0.99405	0.99476	0.99533	0.99582	0.99627	0.99657	0.99681	0.99698
batch 16  MS-SSIM: 0.92490	0.96577	0.97852	0.98457	0.98811	0.99055	0.99218	0.99338	0.99421	0.99490	0.99546	0.99594	0.99637	0.99667	0.99691	0.99707
batch 17  MS-SSIM: 0.92314	0.96446	0.97749	0.98373	0.98740	0.98994	0.99164	0.99291	0.99377	0.99451	0.99510	0.99561	0.99607	0.99639	0.99664	0.99681
batch 18  MS-SSIM: 0.92415	0.96519	0.97802	0.98415	0.98775	0.99023	0.99188	0.99312	0.99396	0.99468	0.99525	0.99575	0.99619	0.99650	0.99674	0.99691
batch 19  MS-SSIM: 0.92262	0.96440	0.97761	0.98386	0.98752	0.99005	0.99173	0.99300	0.99386	0.99459	0.99518	0.99568	0.99613	0.99644	0.99669	0.99686
batch 20  MS-SSIM: 0.92471	0.96562	0.97840	0.98444	0.98798	0.99041	0.99204	0.99326	0.99409	0.99479	0.99536	0.99584	0.99627	0.99658	0.99681	0.99697
batch 21  MS-SSIM: 0.92661	0.96671	0.97912	0.98497	0.98839	0.99075	0.99231	0.99349	0.99430	0.99497	0.99552	0.99599	0.99640	0.99670	0.99692	0.99708
batch 22  MS-SSIM: 0.92817	0.96764	0.97975	0.98543	0.98875	0.99104	0.99256	0.99370	0.99448	0.99513	0.99566	0.99611	0.99652	0.99680	0.99702	0.99717
batch 23  MS-SSIM: 0.92663	0.96695	0.97933	0.98523	0.98865	0.99100	0.99254	0.99370	0.99448	0.99514	0.99568	0.99613	0.99654	0.99682	0.99704	0.99719
batch 24  MS-SSIM: 0.92539	0.96645	0.97909	0.98510	0.98859	0.99096	0.99253	0.99369	0.99449	0.99515	0.99569	0.99615	0.99656	0.99684	0.99706	0.99721
batch 25  MS-SSIM: 0.92640	0.96686	0.97931	0.98526	0.98871	0.99106	0.99262	0.99378	0.99456	0.99522	0.99575	0.99621	0.99661	0.99689	0.99710	0.99726
batch 26  MS-SSIM: 0.92521	0.96596	0.97860	0.98468	0.98822	0.99064	0.99225	0.99345	0.99426	0.99495	0.99550	0.99598	0.99640	0.99669	0.99692	0.99708
batch 27  MS-SSIM: 0.92399	0.96527	0.97817	0.98436	0.98796	0.99043	0.99208	0.99330	0.99414	0.99484	0.99541	0.99589	0.99632	0.99662	0.99685	0.99701
batch 28  MS-SSIM: 0.92325	0.96496	0.97800	0.98426	0.98791	0.99040	0.99206	0.99328	0.99413	0.99483	0.99540	0.99589	0.99632	0.99662	0.99686	0.99702
batch 29  MS-SSIM: 0.92513	0.96592	0.97861	0.98470	0.98824	0.99067	0.99227	0.99347	0.99428	0.99497	0.99553	0.99600	0.99642	0.99671	0.99693	0.99709
batch 30  MS-SSIM: 0.92415	0.96536	0.97827	0.98445	0.98804	0.99049	0.99213	0.99335	0.99418	0.99488	0.99545	0.99593	0.99636	0.99665	0.99688	0.99704
batch 31  MS-SSIM: 0.92502	0.96577	0.97852	0.98463	0.98818	0.99061	0.99224	0.99344	0.99426	0.99496	0.99552	0.99599	0.99641	0.99670	0.99693	0.99709
batch 32  MS-SSIM: 0.92435	0.96521	0.97805	0.98423	0.98783	0.99032	0.99198	0.99321	0.99405	0.99476	0.99534	0.99583	0.99626	0.99657	0.99680	0.99697
batch 33  MS-SSIM: 0.92326	0.96467	0.97776	0.98406	0.98774	0.99027	0.99195	0.99319	0.99403	0.99475	0.99534	0.99583	0.99627	0.99657	0.99681	0.99697
batch 34  MS-SSIM: 0.92307	0.96446	0.97758	0.98388	0.98759	0.99013	0.99182	0.99307	0.99392	0.99466	0.99525	0.99575	0.99619	0.99651	0.99674	0.99692
batch 35  MS-SSIM: 0.92208	0.96401	0.97736	0.98377	0.98753	0.99011	0.99182	0.99308	0.99393	0.99466	0.99526	0.99576	0.99621	0.99652	0.99676	0.99693
batch 36  MS-SSIM: 0.92271	0.96437	0.97761	0.98395	0.98767	0.99023	0.99192	0.99316	0.99401	0.99473	0.99532	0.99581	0.99625	0.99656	0.99680	0.99696
batch 37  MS-SSIM: 0.92190	0.96395	0.97735	0.98378	0.98753	0.99011	0.99182	0.99308	0.99394	0.99467	0.99526	0.99576	0.99621	0.99652	0.99676	0.99693
batch 38  MS-SSIM: 0.92147	0.96355	0.97701	0.98347	0.98727	0.98988	0.99162	0.99290	0.99377	0.99452	0.99513	0.99564	0.99609	0.99641	0.99666	0.99683
batch 39  MS-SSIM: 0.92115	0.96340	0.97694	0.98345	0.98726	0.98988	0.99162	0.99291	0.99378	0.99453	0.99514	0.99565	0.99610	0.99642	0.99667	0.99684
batch 40  MS-SSIM: 0.92091	0.96317	0.97675	0.98327	0.98710	0.98974	0.99150	0.99280	0.99368	0.99444	0.99505	0.99557	0.99603	0.99636	0.99661	0.99679
batch 41  MS-SSIM: 0.92028	0.96282	0.97654	0.98313	0.98698	0.98964	0.99142	0.99273	0.99362	0.99439	0.99501	0.99553	0.99600	0.99633	0.99658	0.99676
batch 42  MS-SSIM: 0.92004	0.96252	0.97627	0.98287	0.98675	0.98945	0.99125	0.99258	0.99348	0.99426	0.99489	0.99542	0.99590	0.99623	0.99649	0.99668
batch 43  MS-SSIM: 0.92057	0.96289	0.97655	0.98309	0.98693	0.98959	0.99137	0.99268	0.99357	0.99434	0.99496	0.99549	0.99596	0.99629	0.99654	0.99672
batch 44  MS-SSIM: 0.92005	0.96262	0.97640	0.98299	0.98685	0.98952	0.99131	0.99264	0.99354	0.99431	0.99494	0.99547	0.99594	0.99627	0.99653	0.99671
batch 45  MS-SSIM: 0.92130	0.96329	0.97683	0.98330	0.98709	0.98972	0.99147	0.99277	0.99365	0.99441	0.99503	0.99554	0.99601	0.99633	0.99659	0.99676
batch 46  MS-SSIM: 0.92205	0.96377	0.97716	0.98355	0.98728	0.98987	0.99160	0.99288	0.99375	0.99450	0.99510	0.99561	0.99607	0.99639	0.99664	0.99681
batch 47  MS-SSIM: 0.92164	0.96361	0.97708	0.98351	0.98727	0.98987	0.99160	0.99289	0.99375	0.99450	0.99511	0.99562	0.99608	0.99640	0.99665	0.99682
batch 48  MS-SSIM: 0.92212	0.96396	0.97733	0.98370	0.98742	0.98999	0.99171	0.99297	0.99383	0.99457	0.99517	0.99568	0.99613	0.99645	0.99669	0.99686
batch 49  MS-SSIM: 0.92163	0.96377	0.97724	0.98367	0.98741	0.99000	0.99172	0.99299	0.99385	0.99459	0.99519	0.99570	0.99615	0.99646	0.99671	0.99688
batch 50  MS-SSIM: 0.92116	0.96345	0.97697	0.98344	0.98722	0.98984	0.99158	0.99286	0.99373	0.99448	0.99509	0.99560	0.99606	0.99638	0.99663	0.99681
batch 51  MS-SSIM: 0.92066	0.96306	0.97666	0.98318	0.98700	0.98965	0.99141	0.99271	0.99360	0.99436	0.99498	0.99550	0.99597	0.99629	0.99655	0.99673
batch 52  MS-SSIM: 0.92118	0.96331	0.97682	0.98330	0.98709	0.98972	0.99148	0.99277	0.99365	0.99441	0.99502	0.99554	0.99600	0.99633	0.99658	0.99676
batch 53  MS-SSIM: 0.92176	0.96360	0.97699	0.98343	0.98720	0.98981	0.99155	0.99284	0.99371	0.99446	0.99507	0.99558	0.99604	0.99636	0.99661	0.99679
batch 54  MS-SSIM: 0.92129	0.96336	0.97685	0.98334	0.98712	0.98975	0.99151	0.99280	0.99368	0.99443	0.99505	0.99556	0.99602	0.99635	0.99660	0.99677
batch 55  MS-SSIM: 0.92203	0.96380	0.97715	0.98356	0.98729	0.98989	0.99162	0.99289	0.99376	0.99451	0.99511	0.99562	0.99608	0.99639	0.99664	0.99682
